iso,ident,npd,total_qty
6820-R2-67148-03,C7W2U48L,1,5.0
6820-R2-67148-03,C7W2U48S,3/4,1.0
6820-R2-67148-03,C7W3AL3K,3/4,1.0
6820-R2-67148-03,CEZMKL0,1,1.0
6820-R2-67148-03,PS201,1,2.0
6820-R2-67148-03,PS433,1,2.0
6820-R2-67149-01,C76KFFTD,1,50.8
6820-R2-67149-01,C7BP51NV,1,2.0
6820-R2-67149-01,C7BP5GGW,1,8.0
6820-R2-67149-01,C7BP5GZC,1,1.0
6820-R2-67149-01,PS201,1,7.0
6820-R2-67149-01,PS210,1,1.0
6820-R2-67149-01,PS433,1,7.0
6820-R2-67149-01,PS434,1,3.0
6820-R2-67149-01,PS713,1,1.0
6820-R2-67149-01,PS718,1,1.0
6820-R2-67149-01,PS719,1,1.0
6820-R2-67149-02,C6S4K87U,1/2,8.0
6820-R2-67149-02,C76KFFTD,1,22.6
6820-R2-67149-02,C76KHSRR,1,1.0
6820-R2-67149-02,C7BP5GGW,1,1.0
6820-R2-67149-02,C7BP5GZC,1,4.0
6820-R2-67149-02,C7CT1ZFH,1,2.0
6820-R2-67149-02,C7W2U48L,1,2.0
6820-R2-67149-02,PS433,1,3.0
6820-R2-67149-02,PS709,1,2.0
6820-R2-67149-02,PS711,1,1.0
6820-R2-67149-02,PS718,1,1.0
6820-R2-67149-03,C6S4K87U,1/2,16.0
6820-R2-67149-03,C6S4K88N,5/8,4.0
6820-R2-67149-03,C76KFFSD,3/4,0.8
6820-R2-67149-03,C76KFFTD,1,11.6
6820-R2-67149-03,C76KHSRR,1,1.0
6820-R2-67149-03,C7BP51NV,1,1.0
6820-R2-67149-03,C7BP5GGV,3/4,2.0
6820-R2-67149-03,C7BP5GGW,1,3.0
6820-R2-67149-03,C7CT1ZFH,1,4.0
6820-R2-67149-03,C7W2U478,1,1.0
6820-R2-67149-03,C7W2U48L,1,5.0
6820-R2-67149-03,C7W2U48S,3/4,1.0
6820-R2-67149-03,C7W3AL3K,3/4,1.0
6820-R2-67149-03,CEZMKL0,1,1.0
6820-R2-67149-03,PS201,1,2.0
6820-R2-67149-03,PS433,1,2.0
6820-R2-67150-01,C6S4K87U,1/2,12.0
6820-R2-67150-01,C76KFFTD,1,19.3
6820-R2-67150-01,C76KHSRR,1,1.0
6820-R2-67150-01,C7BP5GGW,1,7.0
6820-R2-67150-01,C7CT1ZFH,1,3.0
6820-R2-67150-01,C7W2U48L,1,4.0
6820-R2-67150-01,PS201,1,2.0
6820-R2-67150-01,PS212,1,1.0
6820-R2-67150-01,PS433,1,2.0
6820-R2-67150-01,PS709,1,2.0
6820-R2-67150-01,PS732,1,1.0
6820-R2-67150-02,C6S4K87U,1/2,12.0
6820-R2-67150-02,C6S4K88N,5/8,4.0
6820-R2-67150-02,C76KFFTD,1,9.8
6820-R2-67150-02,C76KHSRR,1,1.0
6820-R2-67150-02,C7BP51NV,1,1.0
6820-R2-67150-02,C7BP5GGW,1,1.0
6820-R2-67150-02,C7CT1ZFH,1,3.0
6820-R2-67150-02,C7W2U478,1,1.0
6820-R2-67150-02,C7W2U48L,1,3.0
6820-R2-67150-02,C7W2U48S,3/4,1.0
6820-R2-67150-02,C7W3AL3K,3/4,1.0
6820-R2-67150-02,CEZMKL0,1,1.0
6820-R2-67150-02,PS201,1,2.0
6820-R2-67150-02,PS433,1,2.0
6820-R2-67150-02,PS709,1,2.0
6820-R2-67151-01,C6S4K87U,1/2,12.0
6820-R2-67151-01,C76KFFTD,1,24.1
6820-R2-67151-01,C76KHSRR,1,1.0
6820-R2-67151-01,C7BP5GGW,1,6.0
6820-R2-67151-01,C7CT1ZFH,1,3.0
6820-R2-67151-01,C7W2U48L,1,4.0
6820-R2-67151-01,PS201,1,2.0
6820-R2-67151-01,PS212,1,1.0
6820-R2-67151-01,PS213,1,1.0
6820-R2-67151-01,PS221,1,1.0
6820-R2-67151-01,PS433,1,2.0
6820-R2-67151-01,PS709,1,1.0
6820-R2-67151-01,PS713,1,1.0
6820-R2-67151-01,PS719,1,1.0
6820-R2-67151-01,PS732,1,1.0
6820-R2-67151-02,C6S4K87U,1/2,12.0
6820-R2-67151-02,C6S4K88N,5/8,4.0
6820-R2-67151-02,C76KFFTD,1,9.8
6820-R2-67151-02,C76KHSRR,1,1.0
6820-R2-67151-02,C7BP51NV,1,1.0
6820-R2-67151-02,C7BP5GGW,1,1.0
6820-R2-67151-02,C7CT1ZFH,1,3.0
6820-R2-67151-02,C7W2U478,1,1.0
6820-R2-67151-02,C7W2U48L,1,3.0
6820-R2-67151-02,C7W2U48S,3/4,1.0
6820-R2-67151-02,C7W3AL3K,3/4,1.0
6820-R2-67151-02,CEZMKL0,1,1.0
6820-R2-67151-02,PS201,1,2.0
6820-R2-67151-02,PS433,1,2.0
6820-R2-67151-02,PS709,1,2.0
6820-R2-67154-01,C6S4K87U,1/2,8.0
6820-R2-67154-01,C76KFFTD,1,26.4
6820-R2-67154-01,C76KHSRR,1,1.0
6820-R2-67154-01,C7BP5GGW,1,3.0
6820-R2-67154-01,C7CT1ZFH,1,2.0
6820-R2-67154-01,C7W2U48L,1,2.0
6820-R2-67154-01,PS201,1,2.0
6820-R2-67154-01,PS212,1,1.0
6820-R2-67154-01,PS213,1,1.0
6820-R2-67154-01,PS221,1,1.0
6820-R2-67154-01,PS433,1,2.0
6820-R2-67154-01,PS709,1,1.0
6820-R2-67154-01,PS712,1,1.0
6820-R2-67154-01,PS713,1,1.0
6820-R2-67154-01,PS732,1,1.0
6820-R2-67154-02,C6S4K87U,1/2,16.0
6820-R2-67154-02,C6S4K88N,5/8,4.0
6820-R2-67154-02,C76KFFTD,1,13.1
6820-R2-67154-02,C76KHSRR,1,1.0
6820-R2-67154-02,C7BP51NV,1,1.0
6820-R2-67154-02,C7BP5GGW,1,5.0
6820-R2-67154-02,C7CT1ZFH,1,4.0
6820-R2-67154-02,C7W2U478,1,1.0
6820-R2-67154-02,C7W2U48L,1,5.0
6820-R2-67154-02,C7W2U48S,3/4,1.0
6820-R2-67154-02,C7W3AL3K,3/4,1.0
6820-R2-67154-02,CEZMKL0,1,1.0
6820-R2-67154-02,PS201,1,2.0
6820-R2-67154-02,PS433,1,2.0
6820-R2-67154-02,PS709,1,2.0
6820-R2-67155-01,C6S4K87U,1/2,8.0
6820-R2-67155-01,C76KFFTD,1,26.6
6820-R2-67155-01,C76KHSRR,1,1.0
6820-R2-67155-01,C7BP5GGW,1,3.0
6820-R2-67155-01,C7CT1ZFH,1,2.0
6820-R2-67155-01,C7W2U48L,1,2.0
6820-R2-67155-01,PS201,1,1.0
6820-R2-67155-01,PS212,1,1.0
6820-R2-67155-01,PS213,1,1.0
6820-R2-67155-01,PS221,1,1.0
6820-R2-67155-01,PS433,1,2.0
6820-R2-67155-01,PS709,1,1.0
6820-R2-67155-01,PS712,1,1.0
6820-R2-67155-01,PS717,1,1.0
6820-R2-67155-01,PS732,1,1.0
6820-R2-67155-02,C6S4K87U,1/2,16.0
6820-R2-67155-02,C6S4K88N,5/8,4.0
6820-R2-67155-02,C76KFFTD,1,12.4
6820-R2-67155-02,C76KHSRR,1,1.0
6820-R2-67155-02,C7BP51NV,1,1.0
6820-R2-67155-02,C7BP5GGW,1,5.0
6820-R2-67155-02,C7CT1ZFH,1,4.0
6820-R2-67155-02,C7W2U478,1,1.0
6820-R2-67155-02,C7W2U48L,1,5.0
6820-R2-67155-02,C7W2U48S,3/4,1.0
6820-R2-67155-02,C7W3AL3K,3/4,1.0
6820-R2-67155-02,CEZMKL0,1,1.0
6820-R2-67155-02,PS201,1,2.0
6820-R2-67155-02,PS433,1,2.0
6820-R2-67155-02,PS709,1,2.0
6820-R2-67160-02,C1DR2JR,2,1.0
6820-R2-67160-02,C1DR2JY,2,1.0
6820-R2-67160-02,C6S4K88R,5/8,8.0
6820-R2-67160-02,C76KHSS3,2,2.0
6820-R2-67160-02,C76KHZKZ,2,1.0
6820-R2-67160-02,C76RJXHX,2,1.0
6820-R2-67160-02,PS204,36,2.0
6820-R2-67160-02,PS207,36,1.0
6820-R2-67160-03,C7SN7J06,36,2.0
6820-R2-67160-03,PS204,36,1.0
6820-R2-67161-01,C6S4K88S,5/8,16.0
6820-R2-67161-01,C76KHSS7,4,2.0
6820-R2-67161-01,C76RJXJ1,4,1.0
6820-R2-67161-01,PS201,4,1.0
6820-R2-67161-01,PS433,4,3.0
6820-R2-67161-01,PS434,4,3.0
6820-R2-67161-02,C1DR2JM,1,1.0
6820-R2-67161-02,C1DR2JV,1,1.0
6820-R2-67161-02,C41B2D94,1,1.0
6820-R2-67161-02,C6S4K87U,1/2,8.0
6820-R2-67161-02,C76KHSRZ,1,2.0
6820-R2-67161-02,C76RJXHV,1,1.0
6820-R2-67161-02,PS210,4,1.0
6820-R2-67161-02,PS404,4,1.0
6820-R2-67161-02,PS433,4,1.0
6820-R2-67161-03,C6S4K88S,5/8,8.0
6820-R2-67161-03,C76KHSS5,3,2.0
6820-R2-67161-03,C76RJXHR,3,1.0
6820-R2-67161-04,C6S4K87V,1/2,4.0
6820-R2-67162-01,C6S4K8EN,1,12.0
6820-R2-67162-01,PS206,14,1.0
6820-R2-67162-01,PS209,14,1.0
6820-R2-67162-01,PS214,14,1.0
6820-R2-67162-01,PS406,14,1.0
6820-R2-67162-04,C145308,2,0.5
6820-R2-67162-04,C1DR2JR,2,1.0
6820-R2-67162-04,C1DR2JY,2,1.0
6820-R2-67162-04,C6S4K88R,5/8,8.0
6820-R2-67162-04,C76KHSS3,2,2.0
6820-R2-67162-04,C76RJXHX,2,1.0
6820-R2-67164-01,C7WHDV5R,36,1.0
6820-R2-67164-01,C9CT3XUN,36,2.0
6820-R2-67164-02,C1DR2JR,2,1.0
6820-R2-67164-02,C1DR2JY,2,1.0
6820-R2-67164-02,C6S4K88R,5/8,8.0
6820-R2-67164-02,C6SDEV8M,2,32.0
6820-R2-67164-02,C76KHSS3,2,2.0
6820-R2-67164-02,C76KHZKZ,2,1.0
6820-R2-67164-02,C76RJXHX,2,1.0
6820-R2-67164-02,C9YZMJSH,36,2.0
6820-R2-67164-02,PS204,36,3.0
6820-R2-67164-02,PS207,36,1.0
6820-R2-67164-03,C6S4K87V,1/2,4.0
6820-R2-67164-03,C9CT3XUN,36,1.0
6820-R2-67164-03,PS204,36,1.0
6820-R2-67164-04,C7SN7J06,36,1.0
6820-R2-67164-04,C7WHDV5R,36,1.0
6820-R2-67164-04,C9CT3XUN,36,1.0
6820-R2-67165-02,C76SD26N,2,59.6
6820-R2-67165-02,C76SDEMB,2,2.0
6820-R2-67165-02,C76SDEP8,2,5.0
6820-R2-67165-02,PS201,2,7.0
6820-R2-67165-02,PS433,2,7.0
6820-R2-67165-02,PS434,2,1.0
6820-R2-67165-03,C76SD23G,1,0.7
6820-R2-67165-03,C76SD26N,2,2.1
6820-R2-67165-03,C76SDEMT,1,1.0
6820-R2-67165-03,C76SDEP8,2,2.0
6820-R2-67165-03,C9P77RM8,1,1.0
6820-R2-67165-03,PS201,2,1.0
6820-R2-67165-03,PS433,2,1.0
6820-R2-67165-03,PS709,2,1.0
6820-R2-67165-04,C76SD26N,2,29.5
6820-R2-67165-04,C76SDEP8,2,5.0
6820-R2-67165-04,PS201,2,1.0
6820-R2-67165-04,PS210,2,2.0
6820-R2-67165-04,PS221,2,1.0
6820-R2-67165-04,PS433,2,2.0
6820-R2-67165-04,PS712,2,1.0
6820-R2-67165-04,PS713,2,1.0
6820-R2-67165-04,PS719,2,2.0
6820-R2-67165-05,C76SD26N,2,18.7
6820-R2-67165-05,C76SDEP8,2,3.0
6820-R2-67165-05,PS201,2,2.0
6820-R2-67165-05,PS433,2,3.0
6820-R2-67165-05,PS719,2,3.0
6820-R2-67165-06,C76SD26N,2,67.9
6820-R2-67165-06,C76SDEMB,2,2.0
6820-R2-67165-06,C76SDEMW,2,1.0
6820-R2-67165-06,C76SDEP8,2,1.0
6820-R2-67165-06,PS201,2,9.0
6820-R2-67165-06,PS433,2,10.0
6820-R2-67165-06,PS719,2,5.0
6820-R2-67178-01,C6S4K87U,1/2,16.0
6820-R2-67178-01,C76KFFTD,1,6.5
6820-R2-67178-01,C76KHSRR,1,1.0
6820-R2-67178-01,C7BP5GGW,1,1.0
6820-R2-67178-01,C7CT1ZFH,1,4.0
6820-R2-67178-01,C7CXA8BE,1,1.0
6820-R2-67178-01,C7W2U48L,1,4.0
6820-R2-67178-01,PS433,1,1.0
6820-R2-67178-01,PS718,1,1.0
6820-R2-67178-02,C76KFFTD,1,15.2
6820-R2-67178-02,C7BP5GGW,1,3.0
6820-R2-67178-02,PS213,1,1.0
6820-R2-67178-02,PS718,1,1.0
6820-R2-67178-03,C6S4K87U,1/2,8.0
6820-R2-67178-03,C76KFFTD,1,11.5
6820-R2-67178-03,C76KHSRH,1,2.0
6820-R2-67178-03,C76KHSRR,1,1.0
6820-R2-67178-03,C7BP51NZ,1,1.0
6820-R2-67178-03,C7CT1ZFH,1,2.0
6820-R2-67178-03,C7W2U48L,1,2.0
6820-R2-67178-03,CEZMKL0,1,2.0
6820-R2-67178-03,PS212,1,1.0
6820-R2-67178-03,PS213,1,1.0
6820-R2-67178-03,PS221,1,1.0
6820-R2-67178-03,PS718,1,1.0
6820-R2-67178-03,PS731,1,1.0
6820-R2-67179-01,C76KFFTD,1,28.0
6820-R2-67179-01,C7BP5GGW,1,6.0
6820-R2-67179-01,PS201,1,3.0
6820-R2-67179-01,PS433,1,3.0
6820-R2-67179-02,C6S4K87U,1/2,8.0
6820-R2-67179-02,C76KFFTD,1,11.1
6820-R2-67179-02,C76KHSRH,1,2.0
6820-R2-67179-02,C76KHSRR,1,1.0
6820-R2-67179-02,C7BP51NZ,1,1.0
6820-R2-67179-02,C7CT1ZFH,1,2.0
6820-R2-67179-02,C7W2U48L,1,2.0
6820-R2-67179-02,CEZMKL0,1,2.0
6820-R2-67179-02,PS212,1,2.0
6820-R2-67179-02,PS221,1,1.0
6820-R2-67179-02,PS731,1,2.0
6820-R2-67180-01,C76KFFTD,1,1.3
6820-R2-67180-01,C7BP5GGW,1,2.0
6820-R2-67180-02,C6S4K87U,1/2,16.0
6820-R2-67180-02,C76KFFTD,1,11.0
6820-R2-67180-02,C76KHSRR,1,1.0
6820-R2-67180-02,C7BP5GGW,1,3.0
6820-R2-67180-02,C7CT1ZFH,1,4.0
6820-R2-67180-02,C7CXA8BE,1,1.0
6820-R2-67180-02,C7W2U48L,1,4.0
6820-R2-67180-02,PS433,1,2.0
6820-R2-67180-05,C76KFFTD,1,8.5
6820-R2-67180-05,C7BP5GGW,1,2.0
6820-R2-67180-05,C7W2U48L,1,1.0
6820-R2-67180-05,CEZMKL0,1,1.0
6820-R2-67180-06,C6S4K87U,1/2,8.0
6820-R2-67180-06,C76KFFTD,1,1.1
6820-R2-67180-06,C76KHSRH,1,2.0
6820-R2-67180-06,C76KHSRR,1,1.0
6820-R2-67180-06,C7BP51NZ,1,1.0
6820-R2-67180-06,C7CT1ZFH,1,2.0
6820-R2-67180-06,C7W2U48L,1,1.0
6820-R2-67180-06,CEZMKL0,1,2.0
6820-R2-67180-06,PS210,1,1.0
6820-R2-67180-06,PS221,1,1.0
6820-R2-67180-06,PS732,1,1.0
6820-R2-67181-01,PS204,3,1.0
6820-R2-67181-01,PS412,3,1.0
6820-R2-67181-01,PS430,3,1.0
6820-R2-67181-01,PS434,3,1.0
6820-R2-67181-02,C6S4K87V,1/2,4.0
6820-R2-67181-02,C6S4K88S,5/8,8.0
6820-R2-67181-02,C76SPAB8,3,1.0
6820-R2-67181-02,C7SM1YGT,3,2.0
6820-R2-67181-02,PS204,3,1.0
6820-R2-67181-02,PS206,3,1.0
6820-R2-67181-02,PS412,3,1.0
6820-R2-67181-03,C6S4K87V,1/2,4.0
6820-R2-67181-03,C76SPABV,1,1.0
6820-R2-67181-03,CBBPLK4,1,1.0
6820-R2-67181-04,C6S4K87V,1/2,8.0
6820-R2-67181-04,C6S4K88S,5/8,8.0
6820-R2-67181-04,C76SPAB8,3,1.0
6820-R2-67181-04,C7SM1YGT,3,2.0
6820-R2-67181-05,C6S4K890,5/8,4.0
6820-R2-67181-05,C76SPABV,1,1.0
6820-R2-67181-05,C7SM1YGR,2,2.0
6820-R2-67181-05,C8ADWXKM,2,1.0
6820-R2-67181-05,CBBPLK4,1,1.0
6820-R2-67181-05,PS204,3,1.0
6820-R2-67181-05,PS412,3,1.0
6820-R2-67181-05,PS430,3,1.0
6820-R2-67181-06,C6S4K87V,1/2,4.0
6820-R2-67181-07,C6S4K88S,5/8,4.0
6820-R2-67181-07,C7SM1YGT,3,1.0
6820-R2-67181-07,CFG6WM66,3,1.0
6820-R2-67181-07,PS204,3,2.0
6820-R2-67181-08,PS204,3,3.0
6820-R2-67181-08,PS206,3,1.0
6820-R2-67181-09,C6S4K88S,5/8,4.0
6820-R2-67181-09,C7SM1YGT,3,1.0
6820-R2-67181-09,CFG6WM66,3,1.0
6820-R2-67181-09,PS204,3,5.0
6820-R2-67181-10,PS204,2,3.0
6820-R2-67181-10,PS206,2,1.0
6820-R2-67181-10,PS406,2,5.0
6820-R2-67181-10,PS430,2,4.0
6820-R2-67181-11,C6S4K88R,5/8,4.0
6820-R2-67181-11,C7SM1YGR,2,1.0
6820-R2-67181-11,CFG6WM62,2,1.0
6820-R2-67181-11,PS204,2,2.0
6820-R2-67181-11,PS402,2,1.0
6820-R2-67181-11,PS434,2,1.0
6820-R2-67181-12,PS204,2,4.0
6820-R2-67181-12,PS206,2,1.0
6820-R2-67181-12,PS402,2,2.0
6820-R2-67181-12,PS406,2,1.0
6820-R2-67181-12,PS413,2,1.0
6820-R2-67181-12,PS434,2,1.0
6820-R2-67181-13,C6S4K88R,5/8,4.0
6820-R2-67181-13,C7SM1YGR,2,1.0
6820-R2-67181-13,CFG6WM62,2,1.0
6820-R2-67181-13,PS204,2,5.0
6820-R2-67181-13,PS406,2,4.0
6820-R2-67181-13,PS430,2,2.0
6820-R2-67182-01,PS204,1,1.0
6820-R2-67182-01,PS719,1,1.0
6820-R2-67182-02,C6S4K87U,1/2,8.0
6820-R2-67182-02,C76SPABT,1/2,1.0
6820-R2-67182-02,C7CT1ZFH,1,2.0
6820-R2-67182-02,CBBPLK2,1/2,1.0
6820-R2-67182-02,PS201,1,2.0
6820-R2-67182-02,PS205,1,1.0
6820-R2-67182-02,PS433,1,2.0
6820-R2-67182-02,PS709,1,1.0
6820-R2-67182-02,PS712,1,1.0
6820-R2-67182-02,PS719,1,1.0
6820-R2-67182-03,C6S4K87U,1/2,8.0
6820-R2-67182-03,C7CT1ZFH,1,2.0
6820-R2-67182-03,PS201,1,3.0
6820-R2-67182-03,PS433,1,3.0
6820-R2-67182-03,PS709,1,1.0
6820-R2-67182-03,PS712,1,1.0
6820-R2-67183-01,PS201,1,3.0
6820-R2-67183-01,PS433,1,3.0
6820-R2-67183-01,PS719,1,3.0
6820-R2-67183-02,PS201,1,4.0
6820-R2-67183-02,PS210,1,2.0
6820-R2-67183-02,PS221,1,1.0
6820-R2-67183-02,PS433,1,4.0
6820-R2-67183-02,PS713,1,2.0
6820-R2-67183-02,PS719,1,3.0
6820-R2-67183-03,C6S4K87U,1/2,8.0
6820-R2-67183-03,C76SPABT,1/2,1.0
6820-R2-67183-03,C7CT1ZFH,1,2.0
6820-R2-67183-03,CBBPLK2,1/2,1.0
6820-R2-67183-03,PS201,1,1.0
6820-R2-67183-03,PS433,1,1.0
6820-R2-67183-03,PS712,1,1.0
6820-R2-67183-04,PS201,1,2.0
6820-R2-67183-04,PS433,1,2.0
6820-R2-67183-04,PS709,1,1.0
6820-R2-67183-04,PS712,1,1.0
6820-R2-67183-05,PS201,1,2.0
6820-R2-67183-05,PS433,1,2.0
6820-R2-67183-05,PS712,1,2.0
6820-R2-67183-06,PS201,1,4.0
6820-R2-67183-06,PS210,1,2.0
6820-R2-67183-06,PS221,1,1.0
6820-R2-67183-06,PS433,1,4.0
6820-R2-67183-07,PS201,1,3.0
6820-R2-67183-07,PS433,1,3.0
6820-R2-67184-01,C6S4K88R,5/8,8.0
6820-R2-67184-01,C7J7XW33,24,1.0
6820-R2-67184-01,CGKFEG63,2,1.0
6820-R2-67184-01,CGKFEG67,24,2.0
6820-R2-67184-02,C6S4K87U,1/2,4.0
6820-R2-67184-02,C6S4K88R,5/8,8.0
6820-R2-67184-02,C6S4K890,5/8,8.0
6820-R2-67184-02,C7J7XW2J,2,1.0
6820-R2-67184-02,C80U8UAY,1/2,1.0
6820-R2-67184-02,CGKFEG5T,1/2,1.0
6820-R2-67184-02,CGKFEG63,2,3.0
6820-R2-67184-02,PS204,24,1.0
6820-R2-67184-03,C6S4K87U,1/2,4.0
6820-R2-67184-03,C6S4K88R,5/8,16.0
6820-R2-67184-03,C7J7XW2J,2,1.0
6820-R2-67184-03,C80U8UAY,1/2,1.0
6820-R2-67184-03,CFG6WM77,2,1.0
6820-R2-67184-03,CGKFEG5T,1/2,1.0
6820-R2-67184-03,CGKFEG63,2,2.0
6820-R2-67184-03,CGKFEG67,24,2.0
6820-R2-67184-03,PS206,24,1.0
6820-R2-67184-04,CGKFEG62,18,1.0
6820-R2-67184-05,CGKFEG62,18,1.0
6820-R2-67184-06,C6S4K88R,5/8,16.0
6820-R2-67184-06,C7J7XW2J,2,1.0
6820-R2-67184-06,CFG6WM77,2,1.0
6820-R2-67184-06,CGKFEG63,2,2.0
6820-R2-67184-06,PS206,24,1.0
6820-R2-67184-07,C6S4K88N,5/8,4.0
6820-R2-67184-07,C6S4K8BF,3/4,12.0
6820-R2-67184-07,C7J7XW33,24,1.0
6820-R2-67184-07,CGKFEG5V,1,1.0
6820-R2-67184-07,CGKFEG67,24,3.0
6820-R2-67184-07,CGKFEG6E,6,1.0
6820-R2-67184-07,PS209,24,1.0
6820-R2-67184-08,C6S4K88R,5/8,8.0
6820-R2-67184-08,CGKFEG63,2,1.0
6820-R2-67184-08,CGKFEG67,24,2.0
6820-R2-67184-08,PS921,24,1.0
6820-R2-67184-09,C6S4K88R,5/8,16.0
6820-R2-67184-09,C7J7XW2J,2,1.0
6820-R2-67184-09,CGKFEG63,2,2.0
6820-R2-67184-09,PS434,2,2.0
6820-R2-67184-12,C6S4K88N,5/8,8.0
6820-R2-67184-12,C80U8UAY,1/2,1.0
6820-R2-67184-12,CBBPLK2,1/2,1.0
6820-R2-67184-12,CGKFEG5V,1,2.0
6820-R2-67184-12,PS712,1,1.0
6820-R2-67186-02,PS205,1,2.0
6820-R2-67186-03,C2KV11G,1,1.0
6820-R2-67186-03,C76SPABV,1,2.0
6820-R2-67186-03,CBBPLK4,1,1.0
6820-R2-67186-03,PS210,1,1.0
6820-R2-67187-01,PS204,1,2.0
6820-R2-67188-02,C2KV11G,1,1.0
6820-R2-67188-02,C76SPABV,1,2.0
6820-R2-67188-02,C8ELT53D,1,1.0
6820-R2-67188-02,CBBPLK4,1,1.0
6820-R2-67188-02,PS210,1,1.0
6820-R2-67189-01,C6S4K88R,5/8,16.0
6820-R2-67189-01,C7J7XW2J,2,1.0
6820-R2-67189-01,CGKFEG63,2,2.0
6820-R2-67189-01,PS204,2,2.0
6820-R2-67189-01,PS719,2,4.0
6820-R2-67189-02,C2KV10B,1/2,1.0
6820-R2-67189-02,C6S4K87U,1/2,4.0
6820-R2-67189-02,C6S4K88R,5/8,16.0
6820-R2-67189-02,C80U8UAY,1/2,1.0
6820-R2-67189-02,CBBPLK2,1/2,1.0
6820-R2-67189-02,CFG6WM6X,1/2,1.0
6820-R2-67189-02,CGKFEG5T,1/2,1.0
6820-R2-67189-02,CGKFEG63,2,2.0
6820-R2-67189-02,PS204,2,1.0
6820-R2-67189-02,PS206,2,1.0
6820-R2-67189-02,PS719,2,1.0
6820-R2-67189-03,C6S4K8BB,3/4,4.0
6820-R2-67189-04,C6S4K88R,5/8,16.0
6820-R2-67189-04,C7J7XW2J,2,1.0
6820-R2-67189-04,CGKFEG63,2,2.0
6820-R2-67189-04,PS709,2,1.0
6820-R2-67191-01,C1DMWEN,2,2.0
6820-R2-67191-01,C76KHVWW,2,1.0
6820-R2-67191-01,C8GWJY7T,2,40.0
6820-R2-67191-01,CZ2LEZH,2,1.0
6820-R2-67191-01,PS210,2,1.0
6820-R2-67191-01,PS433,2,1.0
6820-R2-67191-02,C1DMWEF,2,1.0
6820-R2-67191-02,C1DMWEN,2,1.0
6820-R2-67191-02,C8GWJY7T,2,64.7
6820-R2-67191-02,CZ2LEZH,2,2.0
6820-R2-67191-02,PS201,2,3.0
6820-R2-67191-02,PS433,2,7.0
6820-R2-67191-03,C1DR2JR,2,1.0
6820-R2-67191-03,C1DR2JY,2,1.0
6820-R2-67191-03,C1NJUHLY,1,1.0
6820-R2-67191-03,C6S4K88R,5/8,4.0
6820-R2-67191-03,C76KHVWU,1,1.0
6820-R2-67191-03,C7SM1YGR,2,1.0
6820-R2-67191-03,C8GWJY7T,2,41.2
6820-R2-67191-03,C926162,1,1.0
6820-R2-67191-03,CZ2LEZH,2,1.0
6820-R2-67191-03,PS201,2,3.0
6820-R2-67191-03,PS433,2,5.0
6820-R2-67192-01,C1DMWEN,2,1.0
6820-R2-67192-01,C76KHVWW,2,1.0
6820-R2-67192-01,C8GWJY7T,2,27.3
6820-R2-67192-01,PS201,2,1.0
6820-R2-67192-01,PS433,2,2.0
6820-R2-67192-01,PS719,2,2.0
6820-R2-67192-02,C1DMWEN,2,1.0
6820-R2-67192-02,C8GWJY7T,2,30.1
6820-R2-67192-02,CZ2LEZH,2,1.0
6820-R2-67192-02,PS201,2,3.0
6820-R2-67192-02,PS433,2,3.0
6820-R2-67192-02,PS719,2,3.0
6820-R2-67192-03,C1DR2JR,2,2.0
6820-R2-67192-03,C1DR2JY,2,2.0
6820-R2-67192-03,C1NJUHLY,1,2.0
6820-R2-67192-03,C6S4K88R,5/8,8.0
6820-R2-67192-03,C76KHVWU,1,2.0
6820-R2-67192-03,C7SM1YGR,2,2.0
6820-R2-67192-03,C8GWJY7T,2,41.8
6820-R2-67192-03,C926162,1,2.0
6820-R2-67192-03,CZ2LEZH,2,1.0
6820-R2-67192-03,PS201,2,6.0
6820-R2-67192-03,PS433,2,8.0
6820-R2-67192-03,PS719,2,8.0
6820-R2-67193-01,C1DMWEK,1,2.0
6820-R2-67193-01,C6SBR43V,1,7.0
6820-R2-67193-01,C76KHVWS,1/2,1.0
6820-R2-67193-01,CZ2LEZE,1,1.0
6820-R2-67193-01,PS211,1,1.0
6820-R2-67193-01,PS221,1,1.0
6820-R2-67193-01,PS433,1,1.0
6820-R2-67193-01,PS709,1,2.0
6820-R2-67194-01,C1DMWEF,2,1.0
6820-R2-67194-01,C1DMWEN,2,3.0
6820-R2-67194-01,C76KHVWW,2,1.0
6820-R2-67194-01,C8GWJY7T,2,20.5
6820-R2-67194-01,PS210,2,2.0
6820-R2-67194-01,PS221,2,1.0
6820-R2-67194-01,PS433,2,1.0
6820-R2-67194-01,PS712,2,1.0
6820-R2-67194-01,PS713,2,1.0
6820-R2-67194-02,C1DMWEN,2,4.0
6820-R2-67194-02,C8GWJY7T,2,12.6
6820-R2-67194-02,PS201,2,2.0
6820-R2-67194-02,PS433,2,2.0
6820-R2-67194-02,PS719,2,1.0
6820-R2-67194-03,C1DMWEK,1,1.0
6820-R2-67194-03,C6SBR43V,1,16.4
6820-R2-67194-03,C76KHVWS,1/2,1.0
6820-R2-67194-03,CZ2LEZE,1,2.0
6820-R2-67194-03,PS201,1,2.0
6820-R2-67194-03,PS210,1,1.0
6820-R2-67194-03,PS221,1,1.0
6820-R2-67194-03,PS433,1,2.0
6820-R2-67194-03,PS709,1,1.0
6820-R2-67194-03,PS719,1,2.0
6820-R2-67195-01,C1DMWEK,1,4.0
